id	sid	target	pos	sense	gloss	sentence	hw	lemma
plant.n_75	11842	plant	n	plant.n.01	buildings for carrying on industrial labor	Consider adopting a system of holidays in which time off is granted with an eye to minimum inconvenience to the operation of the plant .	consider adopt a system of holiday in which time off be grant with an eye to minimum inconvenience to the operation of the plant	consider_V adopt_V a_D system_N of_I holiday_N in_R which_R time_N off_N be_V grant_V with_I an_D eye_N to_T minimum_J inconvenience_N to_T the_D operation_N of_I the_D plant_N
plant.n_76	11845	plant	n	plant.n.01	buildings for carrying on industrial labor	This reduces the number of expensive plant shutdowns and startups .	this reduce the number of expensive plant shutdown and startup	this_D reduce_V the_D number_N of_I expensive_J plant_N shutdown_N and_C startup_N
run.v_60	11850	run	v	operate.v.01	direct or control; projects, businesses, etc.	If a concessionaire runs the cafeteria , keep an eye out for quality and price .	if a concessionaire run the cafeteria keep an eye out for quality and price	if_I a_D concessionaire_N run_V the_D cafeteria_N keep_V an_D eye_N out_I for_I quality_N and_C price_N
plant.n_77	11855	plant	n	plant.n.01	buildings for carrying on industrial labor	Spread your vacation period over the widest possible span of time or shut the plant down for two weeks .	spread your vacation period over the wide possible span of time or shut the plant down for two week	spread_V your_P vacation_N period_N over_I the_D wide_J possible_J span_N of_I time_N or_C shut_V the_D plant_N down_R for_I two_N week_N
interest.n_65	11879	interest	n	pastime.n.01	a diversion that occupies one's time and thoughts (usually pleasantly)	The Outdoor Education Project took cognizance of the fact , so often overlooked , that athletic activities stressed in most school programs have little or no relationship to the physical and mental needs and interests of later life .	the outdoor education project take cognizance of the fact so often overlooked that athletic activity stress in most school program have little or no relationship to the physical and mental need and interest of late life	the_D outdoor_N education_N project_N take_V cognizance_N of_I the_D fact_N so_R often_R overlooked_J that_I athletic_J activity_N stress_V in_I most_J school_N program_N have_V little_R or_C no_D relationship_N to_T the_D physical_J and_C mental_J need_N and_C interest_N of_I late_J life_N
open.v_52	11915	open	v	open.v.02	start to operate or function or cause to start operating or functioning	Almost every official who reflects on it thinks this movement of Americans to canvas dwellings opens one of the most promising of all outdoor markets .	almost every official who reflect on it think this movement of americans to canvas dwelling open one of the most promising of all outdoor market	almost_R every_D official_N who_W reflect_V on_R it_R think_V this_D movement_N of_I americans_N to_T canvas_N dwelling_N open_V one_J of_I the_R most_R promising_J of_I all_D outdoor_J market_N
space.n_36	11923	space	n	space.n.03	an area reserved for some particular purpose	They are struggling to meet the demand for camping space , but families are being turned away , especially on holiday weekends .	they be struggle to meet the demand for camping space but family be be turn away especially on holiday weekend	they_P be_V struggle_V to_T meet_V the_D demand_N for_I camping_N space_N but_C family_N be_V be_V turn_V away_V especially_R on_I holiday_N weekend_N
space.n_37	11945	space	n	space.n.02	an empty area (usually bounded in some way between things)	And even if they stay in resorts part of the time , they might , if the right salesman gets them in tow , develop a yearning to spice the usual vacation fare with a camping trip into the wide open spaces .	and even if they stay in resort part of the time they might if the right salesman get them in tow develop a yearning to spice the usual vacation fare with a camping trip into the wide open space	and_C even_R if_I they_P stay_V in_I resort_N part_N of_I the_D time_N they_P might_M if_I the_D right_J salesman_N get_V them_P in_I tow_N develop_V a_D yearning_N to_T spice_V the_D usual_J vacation_N fare_N with_I a_D camping_N trip_N into_I the_D wide_J open_J space_N
find.v_235	11948	find	v	find.v.01	come upon, as if by accident; meet with	Home is the place to find the comforts of home .	home be the place to find the comfort of home	home_N be_V the_D place_N to_T find_V the_D comfort_N of_I home_N
find.v_236	12039	find	v	detect.v.01	discover or determine the existence, presence, or fact of	She found she could cope with all kinds of problems for which she was once considered too helpless .	she find she could cope with all kind of problem for which she be once consider too helpless	she_P find_V she_P could_M cope_V with_V all_D kind_N of_I problem_N for_I which_W she_P be_V once_R consider_V too_R helpless_J
find.v_237	12051	find	v	find.v.05	come to believe on the basis of emotion, intuitions, or indefinite grounds	`` When the husband becomes passive in the face of his wife 's aggressiveness '' , Dr. Linden says , `` the wife , in turn , finds him inadequate .	when the husband become passive in the face of his wife 's aggressiveness dr. linden say the wife in turn find him inadequate	when_W the_D husband_N become_V passive_J in_R the_R face_R of_R his_P wife_N 's_P aggressiveness_N dr._N linden_N say_V the_D wife_N in_R turn_R find_V him_P inadequate_J
find.v_238	12053	find	v	find.v.01	come upon, as if by accident; meet with	One such wife , Dr. Linden says , became disgusted with her weak husband and flurried through a series of extramarital affairs in the hope of finding a stronger man .	one such wife dr. linden say become disgusted with her weak husband and flurry through a series of extramarital affair in the hope of find a strong man	one_J such_J wife_N dr._N linden_N say_V become_V disgusted_J with_I her_P weak_J husband_N and_C flurry_V through_I a_D series_N of_I extramarital_J affair_N in_I the_D hope_N of_I find_V a_D strong_J man_N
find.v_239	12060	find	v	find.v.05	come to believe on the basis of emotion, intuitions, or indefinite grounds	On the other hand , a husband who always has been vigorous and assertive may suddenly become passive - asking , psychologists say , for reassurance that his wife still finds him desirable .	on the other hand a husband who always have be vigorous and assertive may suddenly become passive ask psychologist say for reassurance that his wife still find him desirable	on_R the_R other_R hand_R a_D husband_N who_W always_R have_V be_V vigorous_J and_C assertive_J may_M suddenly_R become_V passive_J ask_V psychologist_N say_V for_I reassurance_N that_I his_P wife_N still_R find_V him_P desirable_J
capital.n_13	12077	capital	n	capital.n.01	assets available for use in the production of further assets	He cannot leave the farm to take work in another locality on short notice ; such a move may mean a loss of capital .	he cannot leave the farm to take work in another locality on short notice such a move may mean a loss of capital	he_P cannot_M leave_V the_D farm_N to_T take_V work_N in_I another_D locality_N on_I short_J notice_N such_J a_D move_N may_M mean_V a_D loss_N of_I capital_N
capital.n_14	12085	capital	n	capital.n.01	assets available for use in the production of further assets	Sickness or loss of some of the livestock may cut into the owner 's earnings , even into his capital .	sickness or loss of some of the livestock may cut into the owner 's earnings even into his capital	sickness_N or_C loss_N of_I some_J of_I the_D livestock_N may_M cut_V into_V the_D owner_N 's_P earnings_N even_R into_I his_P capital_N
interest.n_66	12098	interest	n	interest.n.04	a fixed charge for borrowing money; usually a percentage of the amount borrowed	If it is owned , taxes must be paid , and if the place is not free of mortgage , there will be interest and payments on the principal to take care of .	if it be own tax must be pay and if the place be not free of mortgage there will be interest and payment on the principal to take care of	if_I it_P be_V own_V tax_N must_M be_V pay_V and_C if_I the_D place_N be_V not_R free_J of_J mortgage_N there_E will_M be_V interest_N and_C payment_N on_I the_D principal_N to_T take_V care_V of_V
room.n_71	12100	room	n	room.n.02	space for movement	It gives them room to play and plenty of fresh air .	it give them room to play and plenty of fresh air	it_P give_V them_P room_N to_T play_V and_C plenty_N of_I fresh_J air_N
